9.333560262,,
5.482891986,,
8.954489424,,9.426801101
8.953279015,,
9.663909176,,17.26488406
7.174354535,,
12.73533623,,4.056298933
9.223417378,,
10.73555442,,
10.17002425,,8.055174023
6.784695149,,
9.189088764,,
5.67503602,,
11.40086558,,
7.802340001,,
13.81826904,,
10.60709665,,
7.788329131,,
9.160376456,,
8.220930648,,
7.309206222,,
8.164278412,,
7.674819963,,
9.719808244,,
11.15545826,,
8.873497522,,
6.182908836,,
9.014634459,,
9.653755322,,
10.14498594,,
9.347638708,,
8.54636905,,
7.03739746,,
7.785053713,,
7.582361009,,
6.942667851,,
6.818874132,,
11.20757807,,
8.260073831,,
8.707762143,,
11.39422816,,
7.384477616,,
8.330261583,,
11.21238074,,
8.314185318,,
6.414060833,,
12.50596044,,
8.55411738,,
5.69853658,,
8.327354709,,
6.294757635,,
7.822898224,,
9.69313323,,
9.24074551,,
7.822000119,,
7.584314373,,
5.563880495,,
8.211257107,,
9.099670699,,
9.439326687,,
10.43344981,,
10.95478028,,
9.682886639,,
8.845381594,,
11.47687167,,
10.96850042,,
9.496607106,,
9.377139666,,
6.259796601,,
8.416898982,,
9.469521988,,
8.101377072,,
13.03241404,,
9.145474983,,
12.05796783,,
12.1491876,,
9.184297296,,
11.92018946,,
8.332572678,,
8.363136808,,
7.827595759,,
5.760636146,,
8.912076207,,
8.987628191,,
11.82952962,,
8.576521495,,
11.14668099,,
11.2955709,,
5.357056468,,
8.811931563,,
8.917200856,,
8.995837434,,
13.30474005,,
10.0922208,,
6.189356396,,
6.261400756,,
9.137401105,,
10.23368103,,
9.20044218,,
10.63984794,,
12.59860117,,
7.807295828,,
5.042878121,,
7.227994585,,
8.643129181,,
4.864907047,,
6.771793064,,
7.960284964,,
13.45312644,,
8.160754165,,
9.941452997,,
6.54918984,,
10.08845673,,
7.963278121,,
13.77335781,,
13.14124962,,
8.452437602,,
9.114889639,,
9.732426004,,
9.623042746,,
11.33247121,,
9.695783043,,
7.365339928,,
9.478998793,,
11.90646108,,
11.66710691,,
10.2943546,,
9.942733383,,
7.281166209,,
5.729407929,,
9.444998076,,
11.50081661,,
10.19740583,,
9.270975002,,
9.505198107,,
10.20793537,,
7.178768414,,
10.24787643,,
12.64453699,,
9.867742554,,
10.94426206,,
11.68428456,,
10.02018721,,
10.56331225,,
10.10420186,,
8.862772234,,
5.449686322,,
8.096179282,,
5.022674597,,
10.96817619,,
10.10964793,,
10.65227425,,
10.62432358,,
11.12434946,,
11.46538437,,
11.60163372,,
14.045617,,
